id,event_id,minute,second,team_id,x,y,expanded_minute,satisfiedEventsTypes,is_touch,player_id,end_x,end_y,goal_mouth_z,goal_mouth_y,is_shot,relatedEventId,relatedPlayerId,blocked_x,blocked_y,card_type,is_goal,period_display_name,type_display_name,outcome_type_display_name,Length,PassEndX,Zone,PassEndY,Angle,Longball,ThrowIn,Defensive,Foul,OppositeRelatedEvent,Offensive,FreekickTaken,HeadPass,Chipped,LeftFoot,Cross,Head,DirectFreekick,OutOfBoxCentre,GoalMouthY,GoalMouthZ,RightFoot,MissHigh,GoalKick,StandingSave,LayOff,MissLeft,MissRight,CornerTaken,PlayerCaughtOffside,IndirectFreekickTaken,KeeperThrow,IntentionalAssist,ShotAssist,KeyPass,BoxRight,FirstTouch,BlockedX,BlockedY,RelatedEventId,RegularPlay,Assisted,LowCentre,ParriedDanger,Hands,DivingSave,KeeperSaveInTheBox,BigChance,SmallBoxCentre,OverRun,Yellow,SetPiece,BoxCentre,Blocked,OutfielderBlock,Volley,HighLeft,BigChanceCreated,HighRight,Penalty,KeeperMissed,LowLeft,FromCorner,IndividualPlay,BoxLeft,PlayerPosition,JerseyNumber,FormationSlot,LowRight,LeadingToAttempt,Throughball,Feet,ParriedSafe,FastBreak,Collected,KeeperSaveObox
2886296003.0,224,24,28.0,495,4.0,48.4,24,"[91, 117, 30, 36, 38, 215, 218]",True,136220.0,6.9,18.6,,,,,,,,,,FirstHalf,Pass,Successful,20.5,6.9,Back,18.6,4.86,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296013.0,225,24,33.0,495,17.5,7.5,24,"[91, 120, 124, 128, 36, 38, 217, 218]",True,328643.0,67.8,7.0,,,,,,,,,,FirstHalf,Pass,Unsuccessful,52.8,67.8,Right,7.0,6.28,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296015.0,195,24,36.0,1469,32.2,93.0,24,"[91, 101, 56]",True,434240.0,,,,,,,,,,,,FirstHalf,Interception,Successful,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886306553.0,938,24,37.0,495,67.1,5.5,24,[91],True,346110.0,,,,,,,,,,,,FirstHalf,BallTouch,Successful,,,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296023.0,196,24,39.0,1469,35.6,86.3,24,"[91, 119, 117, 127, 205, 36, 37, 217, 218]",True,438654.0,71.6,87.7,,,,,,,,,,FirstHalf,Pass,Successful,37.8,71.6,Left,87.7,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296025.0,197,24,42.0,1469,71.5,87.4,24,"[91, 69]",True,431346.0,,,,,,,,,,,,FirstHalf,BallTouch,Unsuccessful,,,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296035.0,227,24,43.0,495,34.4,21.1,24,"[91, 117, 30, 35, 38, 215, 218]",True,248144.0,25.4,14.1,,,,,,,,,,FirstHalf,Pass,Successful,10.6,25.4,Back,14.1,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296037.0,228,24,44.0,495,25.4,14.1,24,"[91, 117, 30, 35, 37, 215, 218]",True,328643.0,13.7,46.3,,,,,,,,,,FirstHalf,Pass,Successful,25.1,13.7,Back,46.3,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296041.0,229,24,46.0,495,14.2,47.5,24,"[91, 117, 30, 36, 37, 215, 218]",True,136220.0,19.3,53.7,,,,,,,,,,FirstHalf,Pass,Successful,6.8,19.3,Back,53.7,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296047.0,230,24,52.0,495,32.2,58.3,24,"[91, 117, 30, 36, 38, 216, 218]",True,362434.0,35.7,42.7,,,,,,,,,,FirstHalf,Pass,Successful,11.2,35.7,Back,42.7,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296049.0,231,24,56.0,495,36.8,45.3,24,"[91, 117, 30, 36, 37, 216, 218]",True,248144.0,39.8,66.3,,,,,,,,,,FirstHalf,Pass,Successful,14.6,39.8,Back,66.3,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296051.0,232,24,58.0,495,39.9,66.7,24,"[91, 117, 30, 36, 37, 216, 218]",True,362434.0,49.1,67.6,,,,,,,,,,FirstHalf,Pass,Successful,9.7,49.1,Back,67.6,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296053.0,233,25,0.0,495,49.3,67.5,25,"[91, 117, 30, 35, 37, 216, 218]",True,392361.0,39.7,72.0,,,,,,,,,,FirstHalf,Pass,Successful,10.5,39.7,Back,72.0,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296055.0,234,25,3.0,495,39.5,69.6,25,"[91, 117, 30, 35, 38, 216, 218]",True,362434.0,36.5,37.5,,,,,,,,,,FirstHalf,Pass,Successful,22.1,36.5,Back,37.5,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296059.0,235,25,6.0,495,38.7,36.6,25,"[91, 117, 30, 36, 38, 216, 218]",True,328643.0,47.6,14.7,,,,,,,,,,FirstHalf,Pass,Successful,17.6,47.6,Back,14.7,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296061.0,236,25,8.0,495,47.5,14.7,25,"[91, 117, 30, 35, 37, 216, 218]",True,486734.0,36.3,31.6,,,,,,,,,,FirstHalf,Pass,Successful,16.4,36.3,Back,31.6,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296063.0,237,25,11.0,495,35.0,33.1,25,"[91, 117, 30, 36, 37, 216, 218]",True,328643.0,36.0,66.1,,,,,,,,,,FirstHalf,Pass,Successful,22.5,36.0,Back,66.1,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296065.0,238,25,16.0,495,39.4,66.0,25,"[91, 117, 30, 36, 38, 216, 218]",True,362434.0,39.6,36.4,,,,,,,,,,FirstHalf,Pass,Successful,20.1,39.6,Back,36.4,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296067.0,239,25,21.0,495,40.3,34.8,25,"[91, 117, 30, 36, 37, 216, 218]",True,328643.0,41.8,67.8,,,,,,,,,,FirstHalf,Pass,Successful,22.5,41.8,Back,67.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296069.0,240,25,25.0,495,44.5,70.8,25,"[91, 119, 117, 30, 36, 37, 216, 218]",True,362434.0,56.1,95.8,,,,,,,,,,FirstHalf,Pass,Successful,20.9,56.1,Left,95.8,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296073.0,241,25,28.0,495,56.1,95.2,25,"[91, 117, 30, 35, 38, 216, 218]",True,437387.0,44.6,76.3,,,,,,,,,,FirstHalf,Pass,Successful,17.6,44.6,Back,76.3,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296079.0,242,25,32.0,495,44.1,76.2,25,"[91, 117, 30, 35, 38, 216, 218]",True,362434.0,40.2,39.1,,,,,,,,,,FirstHalf,Pass,Successful,25.6,40.2,Back,39.1,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296087.0,243,25,35.0,495,38.8,38.5,25,"[91, 120, 124, 128, 36, 37, 217, 218]",True,328643.0,91.9,62.4,,,,,,,,,,FirstHalf,Pass,Unsuccessful,58.1,91.9,Center,62.4,0.28,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296089.0,198,25,39.0,1469,11.8,37.7,25,[93],False,280987.0,,,,,,,,,,,,FirstHalf,KeeperPickup,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296109.0,199,25,53.0,1469,13.5,38.9,25,"[91, 36, 37, 215, 218]",True,280987.0,23.8,68.1,,,,,,,,,,FirstHalf,Pass,Successful,22.6,23.8,Back,68.1,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296111.0,200,25,55.0,1469,23.8,68.1,25,"[91, 120, 128, 36, 37, 217, 218]",True,438654.0,71.2,73.6,,,,,,,,,,FirstHalf,Pass,Unsuccessful,49.9,71.2,Center,73.6,0.08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296113.0,244,25,56.0,495,31.7,19.6,25,"[91, 117, 30, 139, 36, 38, 216, 218]",True,328643.0,41.5,9.3,,,,,,,,,,FirstHalf,Pass,Successful,12.4,41.5,Back,9.3,5.69,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296121.0,245,25,58.0,495,39.3,9.0,25,"[91, 119, 117, 30, 139, 36, 38, 216, 218]",True,349932.0,55.7,6.1,,,,,,,,,,FirstHalf,Pass,Successful,17.3,55.7,Right,6.1,6.17,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296123.0,246,26,0.0,495,56.8,6.6,26,[93],False,486734.0,,,,,,,,,,,,FirstHalf,BallRecovery,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296127.0,247,26,1.0,495,57.2,6.6,26,"[91, 120, 124, 128, 36, 37, 217, 218]",True,486734.0,82.9,43.2,,,,,,,,,,FirstHalf,Pass,Unsuccessful,36.7,82.9,Center,43.2,0.74,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296137.0,201,26,5.0,1469,22.3,54.8,26,"[91, 94, 95, 215]",True,520326.0,27.9,0.0,,,,,,,,,,FirstHalf,Clearance,Successful,39.1,27.9,Back,0.0,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296157.0,249,26,12.0,495,73.6,100.0,26,"[91, 212, 35, 38, 216]",True,404776.0,53.0,86.9,,,,,,,,,,FirstHalf,Pass,Successful,23.8,53.0,Left,86.9,3.57,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296163.0,250,26,15.0,495,54.3,81.0,26,"[91, 119, 117, 30, 36, 38, 216, 218]",True,362434.0,62.7,78.4,,,,,,,,,,FirstHalf,Pass,Successful,9.0,62.7,Center,78.4,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296165.0,251,26,17.0,495,60.8,87.1,26,"[91, 120, 29, 36, 38, 217, 218]",True,392361.0,70.1,86.2,,,,,,,,,,FirstHalf,Pass,Unsuccessful,9.8,70.1,Left,86.2,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296177.0,203,26,19.0,1469,30.9,15.2,26,"[91, 117, 30, 36, 38, 216, 218]",True,447492.0,38.0,13.7,,,,,,,,,,FirstHalf,Pass,Successful,7.5,38.0,Back,13.7,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886306555.0,734,26,20.0,1469,30.9,11.8,26,"[91, 53]",True,442971.0,,,,,,,,,,,,FirstHalf,TakeOn,Unsuccessful,,,Back,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296183.0,204,26,22.0,1469,37.8,8.6,26,"[91, 63]",True,442971.0,,,,,,,,,,,,FirstHalf,Foul,Successful,,,Back,,,,,,1.0,252.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296179.0,252,26,22.0,495,62.2,91.4,26,[64],False,404776.0,,,,,,,,,,,,FirstHalf,Foul,Unsuccessful,,,Left,,,,,1.0,1.0,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296187.0,205,26,28.0,1469,43.6,12.3,26,"[91, 117, 30, 132, 35, 37, 216, 218]",True,442971.0,33.8,20.4,,,,,,,,,,FirstHalf,Pass,Successful,11.7,33.8,Back,20.4,2.65,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296191.0,206,26,30.0,1469,33.8,20.4,26,"[91, 117, 30, 35, 37, 215, 218]",True,520326.0,29.9,46.7,,,,,,,,,,FirstHalf,Pass,Successful,18.3,29.9,Back,46.7,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296207.0,207,26,33.0,1469,31.7,46.4,26,"[91, 117, 30, 36, 38, 216, 218]",True,438654.0,34.5,24.1,,,,,,,,,,FirstHalf,Pass,Successful,15.4,34.5,Back,24.1,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296211.0,208,26,41.0,1469,37.5,30.7,26,"[91, 119, 117, 124, 127, 205, 36, 37, 217, 218]",True,520326.0,67.1,93.8,,,,,,,,,,FirstHalf,Pass,Successful,53.0,67.1,Left,93.8,0.94,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296215.0,209,26,44.0,1469,66.1,94.1,26,"[91, 120, 29, 139, 36, 38, 217, 218]",True,434240.0,73.5,80.6,,,,,,,,,,FirstHalf,Pass,Unsuccessful,12.0,73.5,Left,80.6,5.41,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296213.0,253,26,47.0,495,26.5,19.4,26,"[197, 200]",False,486734.0,,,,,,,,,,,,FirstHalf,Aerial,Successful,,,Back,,,,,1.0,,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296225.0,210,26,47.0,1469,73.5,80.6,26,"[198, 199]",False,514978.0,,,,,,,,,,,,FirstHalf,Aerial,Unsuccessful,,,Left,,,,,,,253.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296231.0,254,26,47.0,495,26.5,19.4,26,"[91, 117, 30, 139, 36, 38, 215, 218]",True,486734.0,27.0,6.6,,,,,,,,,,FirstHalf,Pass,Successful,8.7,27.0,Back,6.6,4.77,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886306557.0,939,26,49.0,495,26.5,3.8,26,"[91, 53]",True,349932.0,,,,,,,,,,,,FirstHalf,TakeOn,Unsuccessful,,,Back,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296233.0,255,26,53.0,495,27.8,5.6,26,"[91, 63]",True,349932.0,,,,,,,,,,,,FirstHalf,Foul,Successful,,,Back,,,,,1.0,1.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296241.0,212,26,53.0,1469,72.2,94.4,26,[64],False,514978.0,,,,,,,,,,,,FirstHalf,Foul,Unsuccessful,,,Left,,,,,,1.0,255.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296259.0,256,27,11.0,495,30.5,7.8,27,"[91, 117, 30, 132, 35, 37, 215, 218]",True,328643.0,9.1,39.1,,,,,,,,,,FirstHalf,Pass,Successful,31.0,9.1,Back,39.1,2.38,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296261.0,257,27,14.0,495,9.1,39.1,27,"[91, 117, 30, 36, 37, 215, 218]",True,136220.0,25.1,70.2,,,,,,,,,,FirstHalf,Pass,Successful,27.0,25.1,Back,70.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296265.0,258,27,15.0,495,25.1,70.2,27,"[91, 117, 30, 36, 37, 216, 218]",True,362434.0,38.7,91.3,,,,,,,,,,FirstHalf,Pass,Successful,20.2,38.7,Back,91.3,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296273.0,259,27,17.0,495,38.7,91.3,27,"[91, 120, 124, 128, 36, 38, 217, 218]",True,437387.0,84.9,76.2,,,,,,,,,,FirstHalf,Pass,Unsuccessful,49.6,84.9,Center,76.2,6.07,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296275.0,213,27,22.0,1469,14.3,27.3,27,[91],True,520326.0,,,,,,,,,,,,FirstHalf,BallTouch,Successful,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296279.0,214,27,25.0,1469,9.6,32.7,27,[93],False,280987.0,,,,,,,,,,,,FirstHalf,KeeperPickup,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296325.0,216,27,53.0,1469,26.9,51.8,27,"[91, 119, 117, 124, 127, 36, 37, 216, 218]",True,280987.0,56.3,89.9,,,,,,,,,,FirstHalf,Pass,Successful,40.3,56.3,Left,89.9,0.7,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296327.0,217,27,55.0,1469,56.2,83.4,27,"[91, 53]",True,434240.0,,,,,,,,,,,,FirstHalf,TakeOn,Unsuccessful,,,Left,,,,,,,260.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296331.0,260,27,55.0,495,43.8,16.6,27,"[91, 143]",True,349932.0,,,,,,,,,,,,FirstHalf,Tackle,Successful,,,Back,,,,,1.0,,217.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886298593.0,486,27,56.0,495,35.2,23.7,27,[91],True,349932.0,,,,,,,,,,,,FirstHalf,BallTouch,Successful,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296335.0,261,27,57.0,495,40.5,18.7,27,"[91, 69]",True,486734.0,,,,,,,,,,,,FirstHalf,BallTouch,Unsuccessful,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296343.0,218,27,58.0,1469,60.9,87.1,27,"[91, 119, 117, 30, 35, 38, 216, 218]",True,514978.0,58.8,74.2,,,,,,,,,,FirstHalf,Pass,Successful,9.0,58.8,Center,74.2,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296345.0,219,28,0.0,1469,58.8,74.2,28,"[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,431121.0,69.6,93.8,,,,,,,,,,FirstHalf,Pass,Successful,17.5,69.6,Left,93.8,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296347.0,220,28,1.0,1469,69.6,93.8,28,"[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,434240.0,72.9,85.1,,,,,,,,,,FirstHalf,Pass,Successful,6.9,72.9,Left,85.1,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296349.0,221,28,2.0,1469,72.9,85.1,28,"[91, 120, 29, 35, 38, 217, 218]",True,431346.0,68.6,77.9,,,,,,,,,,FirstHalf,Pass,Unsuccessful,6.7,68.6,Center,77.9,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296351.0,262,28,3.0,495,34.3,22.0,28,[93],False,248144.0,,,,,,,,,,,,FirstHalf,BallRecovery,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296353.0,263,28,4.0,495,34.3,22.0,28,"[91, 117, 30, 35, 38, 216, 218]",True,248144.0,34.0,7.5,,,,,,,,,,FirstHalf,Pass,Successful,9.9,34.0,Back,7.5,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296357.0,264,28,5.0,495,34.0,7.5,28,"[91, 117, 30, 35, 37, 215, 218]",True,486734.0,23.6,19.6,,,,,,,,,,FirstHalf,Pass,Successful,13.7,23.6,Back,19.6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296363.0,265,28,7.0,495,20.7,21.6,28,"[91, 117, 30, 35, 37, 215, 218]",True,328643.0,4.0,42.3,,,,,,,,,,FirstHalf,Pass,Successful,22.5,4.0,Back,42.3,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296373.0,266,28,9.0,495,3.4,42.1,28,"[91, 117, 30, 36, 38, 215, 218]",True,136220.0,6.1,16.8,,,,,,,,,,FirstHalf,Pass,Successful,17.4,6.1,Back,16.8,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296385.0,267,28,14.0,495,30.3,8.1,28,"[91, 120, 124, 128, 36, 37, 216, 218]",True,328643.0,62.6,56.8,,,,,,,,,,FirstHalf,Pass,Unsuccessful,47.4,62.6,Center,56.8,0.77,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296403.0,222,28,19.0,1469,37.6,50.1,28,"[91, 119, 117, 30, 139, 36, 38, 216, 218]",True,520326.0,54.9,28.8,,,,,,,,,,FirstHalf,Pass,Successful,23.2,54.9,Center,28.8,5.61,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296405.0,223,28,20.0,1469,54.9,28.8,28,"[91, 120, 29, 139, 36, 38, 216, 218]",True,442971.0,56.4,28.0,,,,,,,,,,FirstHalf,Pass,Unsuccessful,1.7,56.4,Center,28.0,5.95,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296395.0,268,28,21.0,495,47.7,72.7,28,"[91, 117, 30, 35, 37, 216, 218]",True,437387.0,36.5,78.9,,,,,,,,,,FirstHalf,Pass,Successful,12.5,36.5,Back,78.9,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296409.0,269,28,23.0,495,36.5,78.9,28,"[91, 117, 30, 35, 38, 216, 218]",True,362434.0,33.6,54.3,,,,,,,,,,FirstHalf,Pass,Successful,17.0,33.6,Back,54.3,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296415.0,270,28,26.0,495,33.6,54.3,28,"[91, 117, 30, 36, 38, 216, 218]",True,248144.0,33.8,36.9,,,,,,,,,,FirstHalf,Pass,Successful,11.8,33.8,Back,36.9,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886296423.0,271,28,27.0,495,32.7,34.2,28,"[91, 117, 30, 36, 37, 216, 218]",True,328643.0,33.7,62.7,,,,,,,,,,FirstHalf,Pass,Successful,19.4,33.7,Back,62.7,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
