id,event_id,minute,second,team_id,x,y,expanded_minute,satisfiedEventsTypes,is_touch,player_id,end_x,end_y,blocked_x,blocked_y,goal_mouth_z,goal_mouth_y,is_shot,relatedEventId,relatedPlayerId,card_type,is_goal,period_display_name,type_display_name,outcome_type_display_name,Zone,Angle,Length,PassEndY,PassEndX,Longball,ThrowIn,HeadPass,Chipped,Offensive,OppositeRelatedEvent,Defensive,LeadingToAttempt,OutOfBoxCentre,RegularPlay,BlockedY,BlockedX,Blocked,RightFoot,GoalMouthY,LowLeft,IndividualPlay,GoalMouthZ,OutfielderBlock,LayOff,Foul,FreekickTaken,StandingSave,ShotAssist,KeyPass,Assisted,BoxRight,RelatedEventId,MissLeft,LeftFoot,GoalKick,Cross,Head,OverRun,DivingSave,Hands,ParriedSafe,KeeperSaveObox,MissRight,CornerTaken,IntentionalAssist,BoxCentre,FirstTouch,SetPiece,BigChanceCreated,BigChance,LastMan,Yellow,DirectFreekick,MissHigh,BoxLeft,KeeperSaveInTheBox,AerialFoul,Volley,FastBreak,LowRight,KeeperThrow,HighClaim,HighRight,FromCorner,SmallBoxRight,LowCentre,PlayerPosition,JerseyNumber,FormationSlot,Throughball,KeeperMissed,Penalty,PenaltyShootoutConcededGK,KeeperSaved
2889504409.0,3,0,0,495,50.3,50.1,0,"[91, 117, 30, 35, 38, 215, 218]",True,317541.0,30.9,37.2,,,,,,,,,,FirstHalf,Pass,Successful,Back,3.55,22.2,37.2,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889504457.0,4,0,4,495,31.1,37.5,0,"[91, 120, 128, 36, 38, 217, 218]",True,362434.0,78.4,14.4,,,,,,,,,,FirstHalf,Pass,Unsuccessful,Right,5.98,52.1,14.4,78.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889504483.0,4,0,9,977,28.0,86.8,0,[91],True,396976.0,,,,,,,,,,,,FirstHalf,BallTouch,Successful,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889504611.0,7,0,18,495,93.0,0.0,0,"[91, 212, 35, 37, 217]",True,317541.0,81.5,4.2,,,,,,,,,,FirstHalf,Pass,Successful,Right,2.83,12.7,4.2,81.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889504665.0,8,0,22,495,77.8,7.3,0,"[91, 119, 117, 30, 35, 37, 216, 218]",True,320834.0,54.9,21.3,,,,,,,,,,FirstHalf,Pass,Successful,Center,2.76,25.9,21.3,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889504715.0,9,0,28,495,54.9,21.3,0,"[91, 117, 127, 35, 37, 215, 218]",True,362434.0,19.1,37.9,,,,,,,,,,FirstHalf,Pass,Successful,Back,2.85,39.2,37.9,19.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889504741.0,10,0,34,495,20.3,38.7,0,"[91, 120, 128, 36, 38, 217, 218]",True,136220.0,72.8,23.7,,,,,,,,,,FirstHalf,Pass,Unsuccessful,Center,6.1,56.1,23.7,72.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889504763.0,6,0,37,977,28.5,91.7,0,"[91, 118, 120, 29, 139, 36, 37, 216, 218]",True,454408.0,34.5,94.2,,,,,,,,,,FirstHalf,Pass,Unsuccessful,Back,0.26,6.5,94.2,34.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889504755.0,11,0,38,495,70.7,19.8,0,"[91, 69]",True,317541.0,,,,,,,,,,,,FirstHalf,BallTouch,Unsuccessful,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889504785.0,8,0,39,977,35.2,91.8,0,"[91, 120, 128, 36, 38, 217, 218]",True,136824.0,79.4,53.7,,,,,,,,,,FirstHalf,Pass,Unsuccessful,Center,5.77,53.2,53.7,79.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889504815.0,12,0,43,495,27.6,59.5,0,"[91, 117, 30, 139, 35, 38, 215, 218]",True,137512.0,9.5,58.6,,,,,,,,,,FirstHalf,Pass,Successful,Back,3.17,19.0,58.6,9.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889504821.0,13,0,45,495,9.5,58.6,0,[93],False,136220.0,,,,,,,,,,,,FirstHalf,KeeperPickup,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505013.0,15,0,56,495,11.6,50.4,0,"[91, 120, 128, 36, 37, 216, 218]",True,136220.0,57.7,93.0,,,,,,,,,,FirstHalf,Pass,Unsuccessful,Left,0.54,56.4,93.0,57.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889504999.0,9,1,2,977,42.1,5.8,1,[91],True,262409.0,,,,,,,,,,,,FirstHalf,BallTouch,Successful,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505127.0,17,1,13,495,61.7,100.0,1,"[91, 212, 36, 38, 217]",True,349932.0,73.8,93.0,,,,,,,,,,FirstHalf,Pass,Successful,Left,5.86,14.0,93.0,73.8,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505173.0,18,1,17,495,73.8,93.0,1,"[91, 119, 117, 30, 35, 37, 216, 218]",True,427283.0,58.7,93.9,,,,,,,,,,FirstHalf,Pass,Successful,Left,3.1,15.9,93.9,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505233.0,19,1,21,495,53.2,86.1,1,"[91, 117, 127, 35, 38, 216, 218]",True,349932.0,46.3,12.6,,,,,,,,,,FirstHalf,Pass,Successful,Back,4.57,50.5,12.6,46.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505267.0,20,1,25,495,46.3,12.6,1,"[91, 117, 30, 36, 37, 216, 218]",True,320834.0,47.5,23.2,,,,,,,,,,FirstHalf,Pass,Successful,Back,1.4,7.3,23.2,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505279.0,21,1,28,495,44.5,14.4,1,"[91, 117, 30, 35, 38, 216, 218]",True,486734.0,39.9,4.6,,,,,,,,,,FirstHalf,Pass,Successful,Back,4.09,8.2,4.6,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505327.0,22,1,29,495,36.9,5.2,1,"[91, 117, 30, 35, 37, 215, 218]",True,320834.0,13.0,22.6,,,,,,,,,,FirstHalf,Pass,Successful,Back,2.7,27.7,22.6,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505347.0,23,1,34,495,11.7,22.5,1,"[91, 117, 30, 35, 37, 215, 218]",True,362434.0,4.5,51.0,,,,,,,,,,FirstHalf,Pass,Successful,Back,1.94,20.8,51.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505369.0,24,1,35,495,4.5,51.0,1,"[91, 117, 30, 36, 37, 215, 218]",True,136220.0,15.0,88.5,,,,,,,,,,FirstHalf,Pass,Successful,Back,1.16,27.8,88.5,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505391.0,25,1,38,495,15.6,88.9,1,"[91, 118, 120, 124, 128, 36, 37, 216, 218]",True,137512.0,49.3,100.0,,,,,,,,,,FirstHalf,Pass,Unsuccessful,Back,0.24,36.4,100.0,49.3,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505449.0,12,1,45,977,49.0,0.0,1,"[91, 212, 35, 37, 216]",True,262409.0,41.9,13.8,,,,,,,,,,FirstHalf,Pass,Successful,Back,2.19,12.9,13.8,41.9,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505457.0,13,1,47,977,38.8,26.8,1,"[91, 117, 30, 35, 37, 216, 218]",True,247815.0,36.0,50.7,,,,,,,,,,FirstHalf,Pass,Successful,Back,1.75,16.5,50.7,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505501.0,14,1,49,977,35.2,53.9,1,"[91, 117, 30, 36, 37, 216, 218]",True,396976.0,47.1,89.7,,,,,,,,,,FirstHalf,Pass,Successful,Back,1.1,27.4,89.7,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505519.0,15,1,53,977,45.8,87.1,1,"[91, 117, 30, 35, 38, 215, 218]",True,454408.0,32.1,76.1,,,,,,,,,,FirstHalf,Pass,Successful,Back,3.62,16.2,76.1,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505563.0,16,1,55,977,32.6,73.3,1,"[91, 117, 30, 36, 38, 216, 218]",True,136824.0,35.2,35.4,,,,,,,,,,FirstHalf,Pass,Successful,Back,4.82,25.9,35.4,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505567.0,17,1,58,977,42.1,37.4,1,"[91, 118, 120, 29, 36, 37, 216, 218]",True,247815.0,43.8,38.9,,,,,,,,,,FirstHalf,Pass,Unsuccessful,Back,0.52,2.1,38.9,43.8,,,,,1.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505575.0,27,1,58,495,56.2,61.1,1,"[91, 60]",True,346110.0,,,,,,,,,,,,FirstHalf,BlockedPass,Successful,Center,,,,,,,,,,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505591.0,28,2,0,495,53.4,68.1,2,[93],False,404776.0,,,,,,,,,,,,FirstHalf,BallRecovery,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505625.0,29,2,1,495,53.4,68.1,2,"[91, 120, 29, 36, 37, 217, 218]",True,404776.0,74.2,72.1,,,,,,,,,,FirstHalf,Pass,Unsuccessful,Center,0.12,22.0,72.1,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505629.0,18,2,3,977,23.6,8.3,2,[93],False,396976.0,,,,,,,,,,,,FirstHalf,BallRecovery,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505679.0,19,2,5,977,24.5,8.6,2,"[91, 117, 30, 35, 37, 215, 218]",True,396976.0,19.0,18.0,,,,,,,,,,FirstHalf,Pass,Successful,Back,2.31,8.6,18.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505685.0,20,2,7,977,19.0,18.0,2,"[91, 118, 120, 29, 36, 37, 215, 218]",True,247815.0,27.8,29.8,,,,,,,,,,FirstHalf,Pass,Unsuccessful,Back,0.72,12.2,29.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889507945.0,59,2,8,977,22.7,35.2,2,[99],False,247815.0,,,,,,,,,,,,FirstHalf,Error,Successful,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505697.0,31,2,9,495,72.2,69.1,2,[93],False,404776.0,,,,,,,,,,,,FirstHalf,BallRecovery,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505713.0,32,2,11,495,82.2,54.6,2,"[91, 10, 2, 3, 11, 12]",True,404776.0,,,83.4,54.5,19.0,52.7,True,,,,,FirstHalf,SavedShot,Successful,Center,,,,,,,,,,21.0,,,1.0,1.0,54.5,83.4,1.0,1.0,52.7,1.0,1.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505735.0,21,2,11,977,16.4,45.3,2,"[91, 58]",True,247815.0,,,,,,,,,,,,FirstHalf,Save,Successful,Back,,,,,,,,,,32.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505941.0,33,2,12,495,82.6,57.5,2,[91],True,404776.0,,,,,,,,,,,,FirstHalf,BallTouch,Successful,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506423.0,35,2,13,977,13.4,45.1,2,[91],True,247815.0,,,,,,,,,,,,FirstHalf,BallTouch,Successful,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889505773.0,22,2,16,977,7.8,56.0,2,[93],False,458315.0,,,,,,,,,,,,FirstHalf,KeeperPickup,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506029.0,24,2,39,977,15.1,43.3,2,"[91, 119, 117, 127, 36, 38, 216, 218]",True,458315.0,62.0,38.2,,,,,,,,,,FirstHalf,Pass,Successful,Center,6.21,49.4,38.2,62.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506035.0,25,2,40,977,62.0,38.2,2,"[197, 199]",False,408616.0,,,,,,,,,,,,FirstHalf,Aerial,Successful,Center,,,,,,,,,1.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506021.0,34,2,40,495,38.0,61.8,2,"[198, 200]",False,137512.0,,,,,,,,,,,,FirstHalf,Aerial,Unsuccessful,Back,,,,,,,,,,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506053.0,26,2,42,977,62.0,38.2,2,"[91, 120, 29, 139, 36, 37, 217, 218]",True,408616.0,79.7,38.6,,,,,,,,,,FirstHalf,Pass,Unsuccessful,Center,0.01,18.6,38.6,79.7,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506043.0,35,2,43,495,37.4,67.8,2,[91],True,362434.0,,,,,,,,,,,,FirstHalf,BallTouch,Successful,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506113.0,36,2,44,495,19.5,67.2,2,"[91, 94, 95, 216]",True,349932.0,46.7,31.5,,,,,,,,,,FirstHalf,Clearance,Successful,Back,5.58,37.5,31.5,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506115.0,27,2,48,977,53.3,68.5,2,"[197, 199]",False,454408.0,,,,,,,,,,,,FirstHalf,Aerial,Successful,Center,,,,,,,,,1.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506117.0,37,2,48,495,46.7,31.5,2,"[198, 200]",False,317541.0,,,,,,,,,,,,FirstHalf,Aerial,Unsuccessful,Back,,,,,,,,,,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506135.0,28,2,48,977,53.3,68.5,2,[91],True,454408.0,,,,,,,,,,,,FirstHalf,BallTouch,Successful,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506155.0,29,2,50,977,43.1,47.2,2,"[91, 117, 30, 139, 36, 37, 216, 218]",True,247815.0,46.9,50.1,,,,,,,,,,FirstHalf,Pass,Successful,Back,0.46,4.5,50.1,46.9,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506183.0,30,2,53,977,46.6,50.1,2,"[91, 117, 30, 35, 37, 216, 218]",True,425338.0,33.5,58.5,,,,,,,,,,FirstHalf,Pass,Successful,Back,2.75,14.9,58.5,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506237.0,31,2,58,977,31.7,63.1,2,"[91, 117, 30, 35, 38, 215, 218]",True,396976.0,31.6,37.9,,,,,,,,,,FirstHalf,Pass,Successful,Back,4.71,17.1,37.9,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506303.0,32,3,0,977,31.2,36.7,3,"[91, 117, 30, 36, 37, 216, 218]",True,247815.0,36.8,44.2,,,,,,,,,,FirstHalf,Pass,Successful,Back,0.71,7.8,44.2,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506331.0,33,3,4,977,33.7,34.3,3,"[91, 117, 30, 35, 38, 215, 218]",True,425338.0,27.2,24.7,,,,,,,,,,FirstHalf,Pass,Successful,Back,3.9,9.4,24.7,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506421.0,34,3,8,977,27.4,27.4,3,"[91, 117, 30, 35, 37, 215, 218]",True,247815.0,23.7,57.2,,,,,,,,,,FirstHalf,Pass,Successful,Back,1.76,20.6,57.2,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506459.0,36,3,18,977,24.1,64.3,3,"[91, 117, 30, 36, 38, 216, 218]",True,396976.0,35.6,56.0,,,,,,,,,,FirstHalf,Pass,Successful,Back,5.85,13.3,56.0,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506499.0,37,3,19,977,35.6,55.8,3,"[91, 117, 30, 35, 38, 215, 218]",True,425338.0,29.7,33.7,,,,,,,,,,FirstHalf,Pass,Successful,Back,4.32,16.3,33.7,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506573.0,38,3,27,977,31.7,37.1,3,"[91, 117, 30, 35, 37, 215, 218]",True,247815.0,29.9,65.1,,,,,,,,,,FirstHalf,Pass,Successful,Back,1.67,19.1,65.1,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506623.0,39,3,32,977,32.4,57.5,3,"[91, 117, 124, 127, 36, 38, 216, 218]",True,396976.0,41.7,8.5,,,,,,,,,,FirstHalf,Pass,Successful,Back,5.0,34.7,8.5,41.7,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506655.0,40,3,38,977,38.7,18.6,3,"[91, 117, 30, 35, 37, 215, 218]",True,262409.0,26.0,28.8,,,,,,,,,,FirstHalf,Pass,Successful,Back,2.66,15.0,28.8,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506725.0,41,3,41,977,26.6,28.8,3,"[91, 117, 30, 36, 38, 216, 218]",True,247815.0,41.6,6.7,,,,,,,,,,FirstHalf,Pass,Successful,Back,5.52,21.8,6.7,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506737.0,42,3,46,977,44.1,7.1,3,"[91, 120, 124, 128, 36, 37, 217, 218]",True,404109.0,82.0,21.8,,,,,,,,,,FirstHalf,Pass,Unsuccessful,Center,0.25,41.0,21.8,82.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506763.0,38,3,47,495,21.5,71.7,3,"[91, 117, 30, 139, 36, 37, 215, 218]",True,137512.0,28.0,89.4,,,,,,,,,,FirstHalf,Pass,Successful,Back,1.05,13.8,89.4,28.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506773.0,39,3,48,495,28.0,89.4,3,[93],False,349932.0,,,,,,,,,,,,FirstHalf,BallRecovery,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889506819.0,40,3,51,495,44.0,96.1,3,"[91, 69]",True,349932.0,,,,,,,,,,,,FirstHalf,BallTouch,Unsuccessful,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889507017.0,44,4,3,977,65.9,0.0,4,"[91, 212, 35, 37, 216]",True,262409.0,65.4,15.2,,,,,,,,,,FirstHalf,Pass,Successful,Right,1.62,10.8,15.2,65.4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889507053.0,45,4,7,977,61.1,26.8,4,"[91, 117, 30, 35, 37, 216, 218]",True,136824.0,45.9,62.0,,,,,,,,,,FirstHalf,Pass,Successful,Back,2.16,28.8,62.0,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889507067.0,46,4,10,977,47.0,60.6,4,"[91, 119, 117, 30, 36, 38, 216, 218]",True,454408.0,50.7,46.1,,,,,,,,,,FirstHalf,Pass,Successful,Center,5.09,10.6,46.1,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889507081.0,47,4,12,977,45.3,51.6,4,"[91, 117, 30, 35, 38, 215, 218]",True,136824.0,30.3,50.4,,,,,,,,,,FirstHalf,Pass,Successful,Back,3.19,15.8,50.4,30.3,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889507109.0,48,4,13,977,29.9,50.0,4,"[91, 117, 30, 36, 38, 215, 218]",True,396976.0,32.2,27.3,,,,,,,,,,FirstHalf,Pass,Successful,Back,4.87,15.6,27.3,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889507151.0,49,4,17,977,31.0,26.1,4,"[91, 117, 30, 35, 37, 215, 218]",True,247815.0,29.7,48.4,,,,,,,,,,FirstHalf,Pass,Successful,Back,1.66,15.2,48.4,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889507235.0,50,4,19,977,29.5,48.8,4,"[91, 119, 117, 124, 127, 36, 37, 216, 218]",True,396976.0,52.2,88.9,,,,,,,,,,FirstHalf,Pass,Successful,Left,0.85,36.2,88.9,52.2,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889507273.0,52,4,28,977,48.1,94.8,4,"[91, 63]",True,454408.0,,,,,,,,,,,,FirstHalf,Foul,Successful,Back,,,,,,,,,1.0,44.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889507287.0,44,4,28,495,51.9,5.2,4,[64],False,320834.0,,,,,,,,,,,,FirstHalf,Foul,Unsuccessful,Right,,,,,,,,,,52.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889507537.0,53,4,45,977,52.6,94.4,4,"[91, 117, 30, 132, 35, 38, 216, 218]",True,454408.0,45.6,85.7,,,,,,,,,,FirstHalf,Pass,Successful,Back,3.82,9.4,85.7,45.6,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889507617.0,54,4,47,977,47.1,80.2,4,"[91, 119, 117, 124, 127, 205, 36, 38, 217, 218]",True,136824.0,80.6,8.6,,,,,,,,,,FirstHalf,Pass,Successful,Right,5.34,60.1,8.6,80.6,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
