id,event_id,minute,second,team_id,x,y,expanded_minute,satisfiedEventsTypes,is_touch,player_id,end_x,end_y,relatedEventId,relatedPlayerId,card_type,blocked_x,blocked_y,goal_mouth_z,goal_mouth_y,is_shot,is_goal,period_display_name,type_display_name,outcome_type_display_name,Angle,PassEndX,Length,PassEndY,Zone,Chipped,Longball,Offensive,OppositeRelatedEvent,Defensive,HeadPass,ThrowIn,Foul,FreekickTaken,GoalKick,Head,LayOff,KeeperThrow,Cross,RightFoot,MissLeft,MissRight,CornerTaken,StandingSave,LeftFoot,RelatedEventId,Yellow,MissHigh,IntentionalAssist,ShotAssist,KeyPass,BlockedX,SixYardBlock,Blocked,GoalMouthY,LowRight,BlockedY,FirstTouch,Assisted,SmallBoxRight,FromCorner,GoalMouthZ,OutfielderBlock,JerseyNumber,PlayerPosition,FormationSlot,BoxCentre,LowLeft,BigChanceCreated,SmallBoxCentre,BigChance,SetPiece,BlockedCross,BoxLeft,IndividualPlay,RegularPlay,LowCentre,ParriedDanger,DivingSave,Hands,KeeperSaveInSixYard,KeeperSaveInTheBox,PlayerCaughtOffside,IndirectFreekickTaken,OverRun,HighClaim,SmallBoxLeft,AerialFoul,OutOfBoxCentre,DirectFreekick,BoxRight
2888278975.0,203,29,31.0,495,66.6,13.8,29,"[91, 70]",True,317541.0,,,,,,,,,,,,FirstHalf,Dispossessed,Successful,,,,,Right,,,1.0,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888278985.0,159,29,31.0,863,33.4,86.2,29,"[91, 143]",True,468190.0,,,,,,,,,,,,FirstHalf,Tackle,Successful,,,,,Back,,,,203.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888278987.0,160,29,32.0,863,31.0,95.8,29,[93],False,502951.0,,,,,,,,,,,,FirstHalf,BallRecovery,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279001.0,161,29,33.0,863,31.0,95.8,29,"[91, 117, 30, 35, 38, 215, 218]",True,502951.0,22.3,79.3,,,,,,,,,,FirstHalf,Pass,Successful,4.03,22.3,14.5,79.3,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279027.0,162,29,34.0,863,22.3,79.3,29,"[91, 117, 30, 36, 38, 215, 218]",True,335583.0,30.8,78.1,,,,,,,,,,FirstHalf,Pass,Successful,6.19,30.8,9.0,78.1,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279053.0,163,29,39.0,863,35.0,68.5,29,"[91, 117, 124, 127, 36, 38, 216, 218]",True,468190.0,47.3,15.0,,,,,,,,,,FirstHalf,Pass,Successful,5.05,47.3,38.6,15.0,Back,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279063.0,164,29,43.0,863,47.3,15.0,29,"[91, 117, 30, 35, 37, 215, 218]",True,372927.0,33.3,16.9,,,,,,,,,,FirstHalf,Pass,Successful,3.05,33.3,14.8,16.9,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279067.0,165,29,45.0,863,33.3,16.9,29,"[91, 117, 30, 36, 37, 216, 218]",True,463416.0,36.6,32.4,,,,,,,,,,FirstHalf,Pass,Successful,1.25,36.6,11.1,32.4,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279091.0,166,29,47.0,863,37.0,35.1,29,"[91, 117, 30, 35, 37, 215, 218]",True,436048.0,28.0,58.5,,,,,,,,,,FirstHalf,Pass,Successful,2.11,28.0,18.5,58.5,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279109.0,167,29,50.0,863,33.3,63.0,29,"[91, 120, 124, 128, 36, 38, 217, 218]",True,443793.0,92.2,23.5,,,,,,,,,,FirstHalf,Pass,Unsuccessful,5.87,92.2,67.4,23.5,Center,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279113.0,205,29,58.0,495,9.3,57.7,29,[93],False,136220.0,,,,,,,,,,,,FirstHalf,KeeperPickup,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279139.0,206,30,4.0,495,9.8,54.4,30,"[91, 36, 38, 215, 218]",True,136220.0,20.3,29.1,,,,,,,,,,FirstHalf,Pass,Successful,5.28,20.3,20.4,29.1,Back,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279151.0,207,30,7.0,495,20.3,29.1,30,"[91, 117, 30, 36, 37, 215, 218]",True,362434.0,31.6,36.0,,,,,,,,,,FirstHalf,Pass,Successful,0.38,31.6,12.8,36.0,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279163.0,208,30,9.0,495,32.4,38.1,30,"[91, 117, 30, 35, 38, 215, 218]",True,486734.0,22.0,28.8,,,,,,,,,,FirstHalf,Pass,Successful,3.67,22.0,12.6,28.8,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279167.0,209,30,12.0,495,24.9,31.5,30,"[91, 117, 30, 35, 37, 215, 218]",True,362434.0,20.1,68.1,,,,,,,,,,FirstHalf,Pass,Successful,1.77,20.1,25.4,68.1,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279183.0,210,30,15.0,495,20.6,68.5,30,"[91, 117, 30, 36, 37, 215, 218]",True,137512.0,29.3,96.4,,,,,,,,,,FirstHalf,Pass,Successful,1.12,29.3,21.1,96.4,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279199.0,211,30,18.0,495,30.3,92.2,30,"[91, 120, 124, 128, 36, 38, 217, 218]",True,349932.0,70.8,79.0,,,,,,,,,,FirstHalf,Pass,Unsuccessful,6.08,70.8,43.5,79.0,Left,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279209.0,168,30,24.0,863,27.0,21.2,30,"[91, 63]",True,463416.0,,,,,,,,,,,,FirstHalf,Foul,Successful,,,,,Back,,,,212.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279203.0,212,30,24.0,495,73.0,78.8,30,[64],False,346110.0,,,,,,,,,,,,FirstHalf,Foul,Unsuccessful,,,,,Center,,,1.0,168.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888280721.0,203,31,4.0,863,23.5,67.8,31,"[91, 117, 30, 132, 36, 38, 215, 218]",True,335583.0,23.6,52.2,,,,,,,,,,FirstHalf,Pass,Successful,4.72,23.6,10.6,52.2,Back,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279433.0,173,31,5.0,863,20.5,57.7,31,"[91, 117, 30, 36, 37, 216, 218]",True,443793.0,37.9,63.4,,,,,,,,,,FirstHalf,Pass,Successful,0.21,37.9,18.7,63.4,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888284873.0,310,31,6.0,863,29.1,52.2,31,"[91, 118, 120, 29, 36, 37, 216, 218]",True,436048.0,33.5,60.4,,,,,,,,,,FirstHalf,Pass,Unsuccessful,0.88,33.5,7.2,60.4,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279441.0,214,31,7.0,495,60.0,43.3,31,[93],False,433572.0,,,,,,,,,,,,FirstHalf,BallRecovery,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279453.0,215,31,7.0,495,60.0,43.3,31,"[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,433572.0,70.6,44.7,,,,,,,,,,FirstHalf,Pass,Successful,0.09,70.6,11.2,44.7,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279457.0,216,31,8.0,495,70.6,44.7,31,"[91, 120, 29, 36, 37, 217, 218]",True,346110.0,74.0,53.5,,,,,,,,,,FirstHalf,Pass,Unsuccessful,1.03,74.0,7.0,53.5,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279449.0,174,31,12.0,863,29.3,48.4,31,[93],False,468190.0,,,,,,,,,,,,FirstHalf,BallRecovery,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279471.0,175,31,13.0,863,29.8,48.7,31,"[91, 117, 30, 36, 38, 216, 218]",True,468190.0,43.8,33.9,,,,,,,,,,FirstHalf,Pass,Successful,5.68,43.8,17.8,33.9,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279483.0,176,31,17.0,863,60.0,21.6,31,"[91, 120, 29, 36, 38, 217, 218]",True,353377.0,80.5,0.0,,,,,,,,,,FirstHalf,Pass,Unsuccessful,5.66,80.5,26.5,0.0,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279537.0,218,31,39.0,495,25.4,100.0,31,"[91, 212, 36, 38, 216]",True,349932.0,37.4,91.0,,,,,,,,,,FirstHalf,Pass,Successful,5.77,37.4,14.4,91.0,Back,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279539.0,219,31,40.0,495,37.4,91.0,31,"[91, 117, 30, 35, 37, 215, 218]",True,427283.0,29.5,94.3,,,,,,,,,,FirstHalf,Pass,Successful,2.88,29.5,8.6,94.3,Back,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279555.0,220,31,42.0,495,29.5,94.3,31,"[91, 120, 128, 36, 37, 217, 218]",True,349932.0,72.8,100.0,,,,,,,,,,FirstHalf,Pass,Unsuccessful,0.11,72.8,45.7,100.0,Left,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279587.0,179,31,43.0,863,32.2,1.1,31,[],False,443793.0,,,,,,,,,,,,FirstHalf,ShieldBallOpp,Successful,,,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279623.0,180,31,55.0,863,19.9,0.0,31,"[91, 212, 35, 37, 215]",True,463416.0,5.1,30.1,,,,,,,,,,FirstHalf,Pass,Successful,2.2,5.1,26.4,30.1,Back,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279697.0,181,32,4.0,863,9.9,48.6,32,"[91, 117, 30, 36, 37, 215, 218]",True,139110.0,22.3,70.6,,,,,,,,,,FirstHalf,Pass,Successful,0.85,22.3,19.8,70.6,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279701.0,182,32,11.0,863,28.7,70.0,32,"[91, 117, 30, 36, 38, 215, 218]",True,335583.0,29.8,50.2,,,,,,,,,,FirstHalf,Pass,Successful,4.8,29.8,13.5,50.2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279723.0,183,32,12.0,863,29.8,50.2,32,"[91, 117, 30, 35, 37, 215, 218]",True,436048.0,19.2,53.2,,,,,,,,,,FirstHalf,Pass,Successful,2.96,19.2,11.3,53.2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279753.0,184,32,16.0,863,19.2,53.2,32,"[91, 117, 30, 35, 38, 215, 218]",True,443793.0,4.8,30.3,,,,,,,,,,FirstHalf,Pass,Successful,3.94,4.8,21.7,30.3,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279773.0,185,32,19.0,863,4.8,30.3,32,"[91, 119, 117, 127, 36, 37, 216, 218]",True,139110.0,56.5,52.2,,,,,,,,,,FirstHalf,Pass,Successful,0.27,56.5,56.3,52.2,Center,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279779.0,186,32,23.0,863,59.2,51.7,32,"[91, 69]",True,353377.0,,,,,,,,,,,,FirstHalf,BallTouch,Unsuccessful,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279787.0,223,32,26.0,495,33.1,63.1,32,[93],False,486734.0,,,,,,,,,,,,FirstHalf,BallRecovery,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279803.0,224,32,29.0,495,26.4,63.3,32,"[91, 117, 30, 35, 38, 215, 218]",True,486734.0,8.7,63.1,,,,,,,,,,FirstHalf,Pass,Successful,3.15,8.7,18.6,63.1,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279821.0,225,32,30.0,495,8.2,63.0,32,"[91, 117, 127, 36, 37, 216, 218]",True,136220.0,47.9,91.2,,,,,,,,,,FirstHalf,Pass,Successful,0.43,47.9,45.9,91.2,Back,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279823.0,226,32,33.0,495,47.9,91.2,32,"[197, 200]",False,427283.0,,,,,,,,,,,,FirstHalf,Aerial,Successful,,,,,Back,,,,187.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279817.0,187,32,33.0,863,52.1,8.8,32,"[198, 199]",False,463416.0,,,,,,,,,,,,FirstHalf,Aerial,Unsuccessful,,,,,Right,,,1.0,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279841.0,227,32,34.0,495,47.9,91.2,32,"[91, 120, 29, 139, 36, 38, 217, 218]",True,427283.0,72.0,87.4,,,,,,,,,,FirstHalf,Pass,Unsuccessful,6.18,72.0,25.4,87.4,Left,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279853.0,188,32,35.0,863,33.1,16.9,32,"[91, 117, 30, 35, 37, 215, 218]",True,443793.0,11.3,37.5,,,,,,,,,,FirstHalf,Pass,Successful,2.59,11.3,26.8,37.5,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279855.0,189,32,37.0,863,11.3,37.5,32,[93],False,139110.0,,,,,,,,,,,,FirstHalf,BallRecovery,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279883.0,190,32,38.0,863,11.3,37.5,32,"[91, 117, 127, 36, 38, 216, 218]",True,139110.0,45.1,22.3,,,,,,,,,,FirstHalf,Pass,Successful,6.0,45.1,37.0,22.3,Back,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279887.0,191,32,41.0,863,45.1,22.3,32,"[197, 200]",False,463416.0,,,,,,,,,,,,FirstHalf,Aerial,Successful,,,,,Back,,,,228.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279885.0,228,32,41.0,495,54.9,77.7,32,"[198, 199]",False,404776.0,,,,,,,,,,,,FirstHalf,Aerial,Unsuccessful,,,,,Center,,,1.0,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279903.0,192,32,42.0,863,45.1,22.3,32,"[91, 119, 117, 30, 139, 36, 37, 216, 218]",True,463416.0,56.0,37.6,,,,,,,,,,FirstHalf,Pass,Successful,0.74,56.0,15.5,37.6,Center,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279905.0,193,32,46.0,863,53.0,44.2,32,"[91, 70]",True,353377.0,,,,,,,,,,,,FirstHalf,Dispossessed,Successful,,,,,Center,,,1.0,229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279909.0,229,32,46.0,495,47.0,55.8,32,"[91, 143]",True,137512.0,,,,,,,,,,,,FirstHalf,Tackle,Successful,,,,,Back,,,,193.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279911.0,230,32,47.0,495,45.8,43.3,32,[91],True,433572.0,,,,,,,,,,,,FirstHalf,BallTouch,Successful,,,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888280247.0,197,32,48.0,863,53.8,47.4,32,[91],True,353377.0,,,,,,,,,,,,FirstHalf,BallTouch,Successful,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279915.0,231,32,48.0,495,44.2,36.9,32,[93],False,320834.0,,,,,,,,,,,,FirstHalf,BallRecovery,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279917.0,232,32,49.0,495,44.2,36.9,32,"[91, 119, 117, 124, 127, 205, 36, 37, 217, 218]",True,320834.0,70.9,87.9,,,,,,,,,,FirstHalf,Pass,Successful,0.89,70.9,44.6,87.9,Left,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279937.0,194,32,52.0,863,32.1,17.1,32,[55],False,372927.0,,,,,,,,,,,,FirstHalf,Challenge,Unsuccessful,,,,,Back,,,,233.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279933.0,233,32,52.0,495,67.9,82.9,32,"[91, 54]",True,427283.0,,,,,,,,,,,,FirstHalf,TakeOn,Successful,,,,,Left,,,1.0,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279969.0,235,32,55.0,495,64.9,75.4,32,"[91, 119, 117, 30, 35, 38, 216, 218]",True,427283.0,60.1,38.4,,,,,,,,,,FirstHalf,Pass,Successful,4.51,60.1,25.7,38.4,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279985.0,236,32,58.0,495,61.4,35.8,32,"[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,433572.0,67.2,11.5,,,,,,,,,,FirstHalf,Pass,Successful,5.07,67.2,17.6,11.5,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888279997.0,237,32,59.0,495,67.2,11.5,32,"[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,320834.0,77.0,3.4,,,,,,,,,,FirstHalf,Pass,Successful,5.79,77.0,11.7,3.4,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888280017.0,238,33,2.0,495,77.0,3.4,33,"[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,317541.0,71.0,5.7,,,,,,,,,,FirstHalf,Pass,Successful,2.9,71.0,6.5,5.7,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888280027.0,239,33,7.0,495,71.3,11.1,33,"[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,320834.0,74.0,22.2,,,,,,,,,,FirstHalf,Pass,Successful,1.21,74.0,8.1,22.2,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888280033.0,240,33,10.0,495,71.6,22.5,33,"[91, 119, 117, 30, 35, 37, 216, 218]",True,433572.0,54.5,25.2,,,,,,,,,,FirstHalf,Pass,Successful,3.04,54.5,18.0,25.2,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888280055.0,241,33,12.0,495,53.8,28.0,33,"[91, 117, 30, 35, 37, 216, 218]",True,362434.0,46.6,48.0,,,,,,,,,,FirstHalf,Pass,Successful,2.08,46.6,15.6,48.0,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888280069.0,242,33,16.0,495,47.0,55.6,33,"[91, 119, 117, 30, 36, 37, 216, 218]",True,137512.0,56.0,90.1,,,,,,,,,,FirstHalf,Pass,Successful,1.19,56.0,25.3,90.1,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888280079.0,243,33,19.0,495,63.9,94.3,33,"[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,349932.0,74.1,97.3,,,,,,,,,,FirstHalf,Pass,Successful,0.19,74.1,10.9,97.3,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888280103.0,244,33,21.0,495,74.1,97.3,33,"[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,427283.0,89.3,94.5,,,,,,,,,,FirstHalf,Pass,Successful,6.16,89.3,16.1,94.5,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888280113.0,245,33,25.0,495,87.2,94.2,33,"[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,404776.0,77.4,72.9,,,,,,,,,,FirstHalf,Pass,Successful,4.09,77.4,17.8,72.9,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888280131.0,246,33,28.0,495,85.0,80.5,33,"[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,349932.0,79.7,94.5,,,,,,,,,,FirstHalf,Pass,Successful,2.1,79.7,11.0,94.5,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888280145.0,247,33,30.0,495,79.0,94.5,33,"[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,404776.0,67.8,82.6,,,,,,,,,,FirstHalf,Pass,Successful,3.74,67.8,14.3,82.6,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888280153.0,248,33,33.0,495,67.8,82.6,33,"[91, 117, 30, 35, 38, 216, 218]",True,486734.0,48.0,77.7,,,,,,,,,,FirstHalf,Pass,Successful,3.3,48.0,21.1,77.7,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888280183.0,250,33,34.0,495,41.5,58.3,33,"[91, 117, 30, 36, 38, 216, 218]",True,137512.0,41.7,35.6,,,,,,,,,,FirstHalf,Pass,Successful,4.73,41.7,15.4,35.6,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888281593.0,280,33,35.0,495,39.9,28.2,33,"[91, 120, 29, 36, 38, 216, 218]",True,362434.0,54.4,13.7,,,,,,,,,,FirstHalf,Pass,Unsuccessful,5.71,54.4,18.1,13.7,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888280617.0,253,35,15.0,495,42.6,39.6,35,"[91, 120, 124, 128, 36, 38, 217, 218]",True,362434.0,75.7,9.1,,,,,,,,,,FirstHalf,Pass,Unsuccessful,5.75,75.7,40.5,9.1,Right,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888280609.0,200,35,19.0,863,24.3,90.9,35,"[197, 200]",False,335583.0,,,,,,,,,,,,FirstHalf,Aerial,Successful,,,,,Back,,,,254.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888280623.0,254,35,19.0,495,75.7,9.1,35,"[198, 199]",False,317541.0,,,,,,,,,,,,FirstHalf,Aerial,Unsuccessful,,,,,Right,,,1.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888280615.0,201,35,19.0,863,24.3,90.9,35,"[91, 94, 95, 57, 215]",True,335583.0,18.5,100.0,,,,,,,,,,FirstHalf,Clearance,Successful,2.29,18.5,9.3,100.0,Back,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
