id,event_id,minute,second,team_id,x,y,expanded_minute,satisfiedEventsTypes,is_touch,player_id,end_x,end_y,relatedEventId,relatedPlayerId,card_type,blocked_x,blocked_y,goal_mouth_z,goal_mouth_y,is_shot,is_goal,period_display_name,type_display_name,outcome_type_display_name,Angle,PassEndX,Length,PassEndY,Zone,Chipped,Longball,Offensive,OppositeRelatedEvent,Defensive,HeadPass,ThrowIn,Foul,FreekickTaken,GoalKick,Head,LayOff,KeeperThrow,Cross,RightFoot,MissLeft,MissRight,CornerTaken,StandingSave,LeftFoot,RelatedEventId,Yellow,MissHigh,IntentionalAssist,ShotAssist,KeyPass,BlockedX,SixYardBlock,Blocked,GoalMouthY,LowRight,BlockedY,FirstTouch,Assisted,SmallBoxRight,FromCorner,GoalMouthZ,OutfielderBlock,JerseyNumber,PlayerPosition,FormationSlot,BoxCentre,LowLeft,BigChanceCreated,SmallBoxCentre,BigChance,SetPiece,BlockedCross,BoxLeft,IndividualPlay,RegularPlay,LowCentre,ParriedDanger,DivingSave,Hands,KeeperSaveInSixYard,KeeperSaveInTheBox,PlayerCaughtOffside,IndirectFreekickTaken,OverRun,HighClaim,SmallBoxLeft,AerialFoul,OutOfBoxCentre,DirectFreekick,BoxRight
2888289105.0,341,47,6.0,863,48.6,14.4,53,"[91, 63]",True,436048.0,,,,,,,,,,,,SecondHalf,Foul,Successful,,,,,Back,,,1.0,383.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289095.0,383,47,6.0,495,51.4,85.6,53,[64],False,427283.0,,,,,,,,,,,,SecondHalf,Foul,Unsuccessful,,,,,Left,,,,341.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289173.0,342,47,18.0,863,51.8,15.4,53,"[91, 117, 30, 132, 35, 37, 216, 218]",True,436048.0,42.2,26.7,,,,,,,,,,SecondHalf,Pass,Successful,2.49,42.2,12.7,26.7,Back,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289177.0,343,47,20.0,863,42.2,26.7,53,"[91, 117, 30, 35, 37, 216, 218]",True,443793.0,38.7,63.3,,,,,,,,,,SecondHalf,Pass,Successful,1.72,38.7,25.2,63.3,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289187.0,344,47,20.0,863,38.7,63.3,53,"[91, 117, 30, 36, 38, 216, 218]",True,335583.0,39.2,23.7,,,,,,,,,,SecondHalf,Pass,Successful,4.73,39.2,26.9,23.7,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289191.0,345,47,23.0,863,40.1,23.2,53,"[91, 117, 30, 36, 37, 216, 218]",True,443793.0,47.5,31.9,,,,,,,,,,SecondHalf,Pass,Successful,0.65,47.5,9.8,31.9,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289209.0,346,47,23.0,863,47.5,31.9,53,"[91, 117, 30, 35, 38, 216, 218]",True,436048.0,38.3,29.7,,,,,,,,,,SecondHalf,Pass,Successful,3.3,38.3,9.8,29.7,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289227.0,347,47,29.0,863,36.5,27.0,53,"[91, 117, 30, 35, 37, 216, 218]",True,443793.0,34.4,54.9,,,,,,,,,,SecondHalf,Pass,Successful,1.69,34.4,19.1,54.9,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289241.0,348,47,29.0,863,34.4,54.9,53,"[91, 117, 30, 36, 38, 216, 218]",True,335583.0,44.6,53.7,,,,,,,,,,SecondHalf,Pass,Successful,6.21,44.6,10.7,53.7,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289245.0,349,47,34.0,863,59.3,58.3,53,"[91, 120, 29, 36, 216, 218]",True,436048.0,66.1,58.3,,,,,,,,,,SecondHalf,Pass,Unsuccessful,0.0,66.1,7.1,58.3,Center,,,1.0,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289251.0,384,47,34.0,495,33.9,41.7,53,"[91, 60]",True,433572.0,,,,,,,,,,,,SecondHalf,BlockedPass,Successful,,,,,Back,,,,349.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289271.0,350,47,37.0,863,51.6,71.1,53,"[91, 119, 117, 30, 36, 37, 216, 218]",True,335583.0,59.4,92.5,,,,,,,,,,SecondHalf,Pass,Successful,1.06,59.4,16.7,92.5,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289277.0,351,47,39.0,863,59.4,92.5,53,"[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,502951.0,70.4,96.7,,,,,,,,,,SecondHalf,Pass,Successful,0.24,70.4,11.9,96.7,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289309.0,353,47,40.0,863,69.8,97.3,53,"[91, 69]",True,468190.0,,,,,,,,,,,,SecondHalf,BallTouch,Unsuccessful,,,,,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289449.0,390,47,50.0,495,26.6,0.0,53,"[91, 212, 35, 37, 215]",True,320834.0,13.4,5.6,,,,,,,,,,SecondHalf,Pass,Successful,2.81,13.4,14.7,5.6,Back,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289453.0,391,47,55.0,495,15.4,9.4,53,"[91, 117, 30, 35, 37, 215, 218]",True,362434.0,10.4,43.6,,,,,,,,,,SecondHalf,Pass,Successful,1.79,10.4,23.8,43.6,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289503.0,395,48,45.0,495,14.9,30.7,54,[93],False,136220.0,,,,,,,,,,,,SecondHalf,KeeperPickup,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289533.0,396,48,52.0,495,15.1,54.0,54,"[91, 36, 37, 215, 218]",True,136220.0,15.9,74.4,,,,,,,,,,SecondHalf,Pass,Successful,1.51,15.9,13.9,74.4,Back,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289551.0,397,48,54.0,495,15.9,75.4,54,"[91, 117, 30, 36, 37, 215, 218]",True,137512.0,26.2,97.8,,,,,,,,,,SecondHalf,Pass,Successful,0.95,26.2,18.7,97.8,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289557.0,398,48,58.0,495,25.5,89.1,54,"[91, 120, 128, 36, 38, 217, 218]",True,349932.0,69.4,43.3,,,,,,,,,,SecondHalf,Pass,Unsuccessful,5.69,69.4,55.6,43.3,Center,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289567.0,359,49,1.0,863,35.5,52.0,55,"[91, 119, 117, 30, 139, 36, 38, 216, 218]",True,502951.0,61.6,32.4,,,,,,,,,,SecondHalf,Pass,Successful,5.83,61.6,30.5,32.4,Center,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289591.0,360,49,3.0,863,61.6,32.4,55,"[91, 119, 117, 30, 124, 35, 37, 216, 218]",True,436048.0,52.1,42.9,,,,,,,,,,SecondHalf,Pass,Successful,2.52,52.1,12.3,42.9,Center,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289593.0,361,49,5.0,863,52.5,46.3,55,"[91, 63]",True,468190.0,,,,,,,,,,,,SecondHalf,Foul,Successful,,,,,Center,,,1.0,399.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289589.0,399,49,5.0,495,47.5,53.7,55,[64],False,433572.0,,,400.0,433572.0,,,,,,,,SecondHalf,Foul,Unsuccessful,,,,,Back,,,,361.0,1.0,,,1.0,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888289603.0,400,49,6.0,495,0.0,0.0,55,[65],False,433572.0,,,399.0,433572.0,"{'value': 31, 'displayName': 'Yellow'}",,,,,,,SecondHalf,Card,Successful,,,,,,,,,,,,,243.0,,,,,,,,,,,,,399.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290001.0,364,50,28.0,863,52.8,46.0,56,"[91, 119, 117, 30, 132, 35, 38, 216, 218]",True,443793.0,52.3,12.7,,,,,,,,,,SecondHalf,Pass,Successful,4.69,52.3,22.7,12.7,Right,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290021.0,365,50,31.0,863,51.6,15.0,56,"[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,463416.0,71.7,18.8,,,,,,,,,,SecondHalf,Pass,Successful,0.12,71.7,21.3,18.8,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290023.0,366,50,33.0,863,70.9,9.6,56,"[91, 120, 29, 36, 38, 217, 218]",True,468190.0,71.9,8.2,,,,,,,,,,SecondHalf,Pass,Unsuccessful,5.55,71.9,1.4,8.2,Right,,,1.0,403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290013.0,403,50,33.0,495,28.1,91.8,56,"[91, 60]",True,137512.0,,,,,,,,,,,,SecondHalf,BlockedPass,Successful,,,,,Back,,,,366.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290053.0,368,50,39.0,863,73.2,0.0,56,"[91, 212, 35, 37, 216]",True,353377.0,65.4,11.8,,,,,,,,,,SecondHalf,Pass,Successful,2.31,65.4,12.2,11.8,Right,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290057.0,369,50,41.0,863,65.4,11.8,56,"[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,468190.0,67.1,0.4,,,,,,,,,,SecondHalf,Pass,Successful,4.94,67.1,8.0,0.4,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290105.0,370,50,42.0,863,67.1,0.4,56,"[91, 120, 124, 128, 36, 37, 217, 218]",True,353377.0,100.0,16.3,,,,,,,,,,SecondHalf,Pass,Unsuccessful,0.29,100.0,37.6,16.3,Right,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290111.0,405,50,44.0,495,2.1,84.1,56,[],False,137512.0,,,,,,,,,,,,SecondHalf,ShieldBallOpp,Successful,,,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290285.0,408,51,18.0,495,4.8,47.1,57,"[91, 120, 128, 36, 38, 216, 218]",True,362434.0,64.8,40.6,,,,,,,,,,SecondHalf,Pass,Unsuccessful,6.21,64.8,63.2,40.6,Center,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290297.0,372,51,20.0,863,36.2,61.4,57,"[91, 63]",True,502951.0,,,,,,,,,,,,SecondHalf,Foul,Successful,,,,,Back,,,1.0,409.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290291.0,409,51,20.0,495,63.8,38.6,57,[64],False,346110.0,,,,,,,,,,,,SecondHalf,Foul,Unsuccessful,,,,,Center,,,,372.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290361.0,373,51,36.0,863,39.1,67.6,57,"[91, 117, 30, 132, 35, 38, 215, 218]",True,335583.0,31.0,43.0,,,,,,,,,,SecondHalf,Pass,Successful,4.24,31.0,18.8,43.0,Back,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290401.0,374,51,40.0,863,31.0,43.0,57,"[91, 117, 30, 36, 37, 216, 218]",True,443793.0,37.3,66.1,,,,,,,,,,SecondHalf,Pass,Successful,1.17,37.3,17.0,66.1,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290423.0,375,51,45.0,863,37.3,66.1,57,"[91, 117, 30, 35, 38, 215, 218]",True,335583.0,32.4,41.4,,,,,,,,,,SecondHalf,Pass,Successful,4.42,32.4,17.6,41.4,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290431.0,376,51,48.0,863,34.7,43.6,57,"[91, 117, 30, 36, 37, 216, 218]",True,443793.0,46.8,45.4,,,,,,,,,,SecondHalf,Pass,Successful,0.1,46.8,12.8,45.4,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290441.0,377,51,48.0,863,46.8,45.4,57,"[91, 117, 30, 35, 38, 216, 218]",True,436048.0,46.5,7.3,,,,,,,,,,SecondHalf,Pass,Successful,4.7,46.5,25.9,7.3,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290457.0,378,51,53.0,863,45.5,3.1,57,"[91, 117, 30, 36, 37, 216, 218]",True,463416.0,46.8,16.9,,,,,,,,,,SecondHalf,Pass,Successful,1.43,46.8,9.5,16.9,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290465.0,379,51,56.0,863,44.1,12.9,57,"[91, 117, 30, 35, 37, 216, 218]",True,436048.0,33.4,55.9,,,,,,,,,,SecondHalf,Pass,Successful,1.94,33.4,31.3,55.9,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290499.0,380,51,58.0,863,33.4,55.9,57,"[91, 117, 30, 35, 38, 215, 218]",True,335583.0,28.6,31.9,,,,,,,,,,SecondHalf,Pass,Successful,4.41,28.6,17.1,31.9,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290527.0,381,52,3.0,863,30.8,48.3,58,"[91, 120, 124, 128, 36, 37, 217, 218]",True,443793.0,98.1,85.8,,,,,,,,,,SecondHalf,Pass,Unsuccessful,0.35,98.1,75.1,85.8,Left,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290533.0,410,52,12.0,495,0.7,12.0,58,[93],False,362434.0,,,,,,,,,,,,SecondHalf,BallRecovery,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290547.0,411,52,16.0,495,11.2,17.1,58,"[91, 118, 120, 128, 36, 37, 216, 218]",True,362434.0,39.4,39.4,,,,,,,,,,SecondHalf,Pass,Unsuccessful,0.47,39.4,33.3,39.4,Back,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290557.0,382,52,17.0,863,64.3,47.2,58,[93],False,436048.0,,,,,,,,,,,,SecondHalf,BallRecovery,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290591.0,383,52,17.0,863,64.3,47.2,58,"[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,436048.0,75.9,53.4,,,,,,,,,,SecondHalf,Pass,Successful,0.33,75.9,12.9,53.4,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290597.0,384,52,20.0,863,75.9,53.4,58,"[91, 120, 29, 36, 37, 217, 218]",True,550465.0,81.6,61.5,,,,,,,,,,SecondHalf,Pass,Unsuccessful,0.74,81.6,8.1,61.5,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290603.0,385,52,21.0,863,81.4,60.8,58,"[91, 53]",True,342857.0,,,,,,,,,,,,SecondHalf,TakeOn,Unsuccessful,,,,,Center,,,1.0,413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290611.0,413,52,21.0,495,18.6,39.2,58,"[91, 142]",True,362434.0,,,,,,,,,,,,SecondHalf,Tackle,Unsuccessful,,,,,Back,,,,385.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290729.0,387,52,22.0,863,80.1,66.0,58,[91],True,342857.0,,,,,,,,,,,,SecondHalf,BallTouch,Successful,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290617.0,414,52,23.0,495,19.0,39.6,58,"[91, 63]",True,486734.0,,,,,,,,,,,,SecondHalf,Foul,Successful,,,,,Back,,,,386.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290613.0,386,52,23.0,863,81.0,60.4,58,[64],False,550465.0,,,,,,,,,,,,SecondHalf,Foul,Unsuccessful,,,,,Center,,,1.0,414.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290753.0,415,52,54.0,495,23.1,38.8,58,"[91, 120, 124, 128, 133, 36, 38, 217, 218]",True,362434.0,71.8,9.6,,,,,,,,,,SecondHalf,Pass,Unsuccessful,5.91,71.8,54.9,9.6,Right,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290763.0,388,52,58.0,863,28.4,85.2,58,"[91, 117, 30, 139, 36, 37, 216, 218]",True,372927.0,35.2,95.7,,,,,,,,,,SecondHalf,Pass,Successful,0.79,35.2,10.1,95.7,Back,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290775.0,389,53,0.0,863,35.2,95.7,59,"[91, 117, 30, 139, 36, 38, 216, 218]",True,502951.0,40.2,85.5,,,,,,,,,,SecondHalf,Pass,Successful,5.36,40.2,8.7,85.5,Back,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290811.0,392,53,2.0,863,40.4,82.3,59,[93],False,468190.0,,,,,,,,,,,,SecondHalf,BallRecovery,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290785.0,390,53,2.0,863,40.2,85.5,59,"[91, 117, 30, 35, 37, 216, 218]",True,468190.0,36.6,91.9,,,,,,,,,,SecondHalf,Pass,Successful,2.29,36.6,5.8,91.9,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290789.0,391,53,3.0,863,36.6,91.9,59,"[91, 120, 29, 139, 36, 38, 216, 218]",True,372927.0,58.3,87.7,,,,,,,,,,SecondHalf,Pass,Unsuccessful,6.16,58.3,23.0,87.7,Left,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290827.0,416,53,5.0,495,39.9,10.2,59,"[91, 117, 30, 35, 37, 215, 218]",True,486734.0,22.6,19.0,,,,,,,,,,SecondHalf,Pass,Successful,2.82,22.6,19.1,19.0,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290831.0,417,53,8.0,495,22.6,19.0,59,[93],False,362434.0,,,,,,,,,,,,SecondHalf,BallRecovery,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290847.0,418,53,9.0,495,22.6,18.9,59,"[91, 117, 30, 35, 37, 215, 218]",True,362434.0,8.3,42.4,,,,,,,,,,SecondHalf,Pass,Successful,2.33,8.3,21.9,42.4,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290859.0,419,53,12.0,495,8.2,44.8,59,"[91, 118, 120, 124, 128, 36, 37, 215, 218]",True,136220.0,26.0,91.0,,,,,,,,,,SecondHalf,Pass,Unsuccessful,1.03,26.0,36.6,91.0,Back,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290867.0,393,53,14.0,863,70.4,11.7,59,"[91, 69]",True,353377.0,,,,,,,,,,,,SecondHalf,BallTouch,Unsuccessful,,,,,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290907.0,420,53,16.0,495,34.1,90.0,59,"[91, 63]",True,427283.0,,,,,,,,,,,,SecondHalf,Foul,Successful,,,,,Back,,,1.0,394.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888290891.0,394,53,16.0,863,65.9,10.0,59,[64],False,463416.0,,,,,,,,,,,,SecondHalf,Foul,Unsuccessful,,,,,Right,,,,420.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888291037.0,421,53,47.0,495,27.4,83.5,59,"[91, 120, 128, 133, 36, 38, 217, 218]",True,137512.0,67.5,58.0,,,,,,,,,,SecondHalf,Pass,Unsuccessful,5.89,67.5,45.5,58.0,Center,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888291039.0,395,53,50.0,863,32.5,42.0,59,"[197, 200]",False,443793.0,,,,,,,,,,,,SecondHalf,Aerial,Successful,,,,,Back,,,,422.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888291043.0,422,53,50.0,495,67.5,58.0,59,"[198, 199]",False,346110.0,,,,,,,,,,,,SecondHalf,Aerial,Unsuccessful,,,,,Center,,,1.0,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888291045.0,396,53,50.0,863,32.5,42.0,59,"[91, 94, 95, 57, 215]",True,443793.0,26.5,62.7,,,,,,,,,,SecondHalf,Clearance,Successful,1.99,26.5,15.4,62.7,Back,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888291053.0,397,53,53.0,863,28.9,63.1,59,[93],False,502951.0,,,,,,,,,,,,SecondHalf,BallRecovery,Successful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888291063.0,398,53,54.0,863,28.9,63.1,59,"[91, 117, 30, 36, 38, 216, 218]",True,502951.0,36.9,53.8,,,,,,,,,,SecondHalf,Pass,Successful,5.64,36.9,10.5,53.8,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888291067.0,399,53,55.0,863,36.9,53.8,59,"[91, 117, 30, 35, 37, 215, 218]",True,468190.0,21.6,55.2,,,,,,,,,,SecondHalf,Pass,Successful,3.08,21.6,16.1,55.2,Back,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888291079.0,400,53,57.0,863,21.6,55.2,59,"[91, 117, 30, 36, 38, 215, 218]",True,335583.0,23.5,41.5,,,,,,,,,,SecondHalf,Pass,Successful,4.92,23.5,9.5,41.5,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888291107.0,401,54,2.0,863,26.0,44.1,60,"[91, 117, 30, 36, 37, 215, 218]",True,443793.0,27.1,61.3,,,,,,,,,,SecondHalf,Pass,Successful,1.47,27.1,11.8,61.3,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888291109.0,402,54,12.0,863,37.8,70.0,60,"[91, 63]",True,335583.0,,,,,,,,,,,,SecondHalf,Foul,Successful,,,,,Back,,,1.0,423.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888291119.0,423,54,12.0,495,62.2,30.0,60,[64],False,346110.0,,,,,,,,,,,,SecondHalf,Foul,Unsuccessful,,,,,Center,,,,402.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888291187.0,403,54,28.0,863,43.6,79.8,60,"[91, 117, 30, 132, 38, 216, 218]",True,502951.0,43.6,70.8,,,,,,,,,,SecondHalf,Pass,Successful,4.71,43.6,6.1,70.8,Back,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
